"Key","Event-Id","Investigation_Type","Event_Date","Country","Airport_Code","Injury_Severity","Aircraft_Damage","airport_id","airport","city","state","lat","long"
34193,"20001212X21124","Accident","2000-05-25","United States","BOI","Non-Fatal","Substantial","BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
34209,"20001212X20963","Accident","2000-05-24","United States","GRB","Non-Fatal","Substantial","GRB","Austin Straubel International","Green Bay","WI","44.48507333","-88.12959000000001"
34210,"20001212X21106","Accident","2000-05-23","United States","PHF","Non-Fatal","Substantial","PHF","Newport News/Williamsburg International","Newport News","VA","37.13189556","-76.4929875"
34228,"20001212X20998","Accident","2000-05-21","United States","HOU","Non-Fatal","Substantial","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
34230,"20020830X01495","Accident","2000-05-21","United States","AVP","Fatal(19)","Destroyed","AVP","Wilkes-Barre/Scranton Intl","Wilkes-Barre/Scranton","PA","41.33814944","-75.72426750000001"
34237,"20001212X21060","Incident","2000-05-19","United States","FLL","Incident","Minor","FLL","Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","26.07258333","-80.15275"
34280,"20001212X20988","Accident","2000-05-12","United States","HOU","Fatal(6)","Destroyed","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
34295,"20001212X20946","Accident","2000-05-09","United States","FAY","Non-Fatal","Substantial","FAY","Fayetteville Municipal","Fayetteville","NC","34.99147222","-78.88"
34300,"20001212X21096","Incident","2000-05-08","United States","BDL","Incident","Minor","BDL","Bradley International","Windsor Locks","CT","41.93887417","-72.68322833"
34308,"20001212X21034","Accident","2000-05-07","United States","BUR","Non-Fatal","Substantial","BUR","Burbank-Glendale-Pasadena","Burbank","CA","34.20061917","-118.3584969"
34342,"20030721X01162","Accident","2000-05-02","United States","MCO","Non-Fatal","Substantial","MCO","Orlando International","Orlando","FL","28.42888889","-81.31602778"
34346,"20001212X20941","Accident","2000-05-01","United States","DAB","Non-Fatal","Substantial","DAB","Daytona Beach International","Daytona Beach","FL","29.17991667","-81.05805556"
34352,"20001212X20896","Incident","2000-04-30","United States","HPN","Incident","Minor","HPN","Westchester Cty","White Plains","NY","41.06695778","-73.70757444"
34361,"20001212X20869","Accident","2000-04-29","United States","RDD","Non-Fatal","Destroyed","RDD","Redding Municipal","Redding","CA","40.50898361","-122.2934019"
34383,"20001212X20894","Accident","2000-04-25","United States","EWR","Non-Fatal","Substantial","EWR","Newark Intl","Newark","NJ","40.69249722","-74.16866056"
34386,"20001212X20771","Incident","2000-04-25","United States","ORD","Incident",NULL,"ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
34479,"20001212X20849","Accident","2000-04-11","United States","FAT","Non-Fatal","Substantial","FAT","Fresno Yosemite International","Fresno","CA","36.77619444","-119.7181389"
34481,"20001212X20832","Accident","2000-04-11","United States","CLE","Non-Fatal","Substantial","CLE","Cleveland-Hopkins Intl","Cleveland","OH","41.41089417","-81.84939667"
34531,"20001212X20913","Incident","2000-04-01","United States","SEA","Incident",NULL,"SEA","Seattle-Tacoma Intl","Seattle","WA","47.44898194","-122.30931310000001"
34551,"20001212X20733","Incident","2000-03-28","United States","SEA","Incident",NULL,"SEA","Seattle-Tacoma Intl","Seattle","WA","47.44898194","-122.30931310000001"
34585,"20001212X20713","Incident","2000-03-24","United States","BOS","Incident","Minor","BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
34586,"20001212X20713","Incident","2000-03-24","United States","BOS","Incident","Minor","BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
34611,"20001212X20609","Accident","2000-03-20","United States","DEN","Non-Fatal","Substantial","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
34620,"20001212X20700","Accident","2000-03-18","United States","MIA","Non-Fatal","Minor","MIA","Miami International","Miami","FL","25.79325","-80.29055556"
34635,"20001212X20694","Accident","2000-03-16","United States","FLL","Non-Fatal","Substantial","FLL","Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","26.07258333","-80.15275"
34639,"20001212X20633","Accident","2000-03-15","United States","SAT","Non-Fatal","Substantial","SAT","San Antonio International","San Antonio","TX","29.53369444","-98.46977778"
34641,"20001212X20691","Incident","2000-03-14","United States","MEM","Incident","Minor","MEM","Memphis International","Memphis","TN","35.04241667","-89.97666667"
34648,"20001212X20664","Incident","2000-03-13","United States","SFO","Incident","Minor","SFO","San Francisco International","San Francisco","CA","37.61900194","-122.3748433"
34655,"20001212X20648","Incident","2000-03-12","United States","BWI","Incident","Minor","BWI","Baltimore-Washington International","Baltimore","MD","39.17540167","-76.66819833"
34656,"20001212X20613","Accident","2000-03-12","United States","JAC","Non-Fatal","Substantial","JAC","Jackson Hole","Jackson","WY","43.60732417","-110.7377389"
34667,"20001212X20629","Accident","2000-03-10","United States","MAF","Non-Fatal","Substantial","MAF","Midland International","Midland","TX","31.94252778","-102.20191390000001"
34670,"20001212X20686","Accident","2000-03-09","United States","SRQ","Fatal(4)","Destroyed","SRQ","Sarasota Bradenton International","Sarasota","FL","27.39533333","-82.55411111"
34671,"20001212X20686","Accident","2000-03-09","United States","SRQ","Fatal(4)","Destroyed","SRQ","Sarasota Bradenton International","Sarasota","FL","27.39533333","-82.55411111"
34692,"20001212X20606","Accident","2000-03-05","United States","BUR","Non-Fatal","Destroyed","BUR","Burbank-Glendale-Pasadena","Burbank","CA","34.20061917","-118.3584969"
34699,"20001212X20734","Accident","2000-03-04","United States","BZN","Non-Fatal","Substantial","BZN","Gallatin ","Bozeman","MT","45.77690139","-111.15300719999999"
34706,"20001212X20611","Accident","2000-03-02","United States","GCC","Non-Fatal","Substantial","GCC","Gillette-Campbell County","Gillette","WY","44.34889806","-105.5393614"
34708,"20001212X20714","Accident","2000-03-01","United States","EWR","Non-Fatal","Substantial","EWR","Newark Intl","Newark","NJ","40.69249722","-74.16866056"
34746,"20001212X20463","Accident","2000-02-21","United States","ORD","Non-Fatal","Substantial","ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
34753,"20001212X20448","Accident","2000-02-20","United States","BNA","Non-Fatal","Substantial","BNA","Nashville International","Nashville","TN","36.12447667","-86.67818222"
34754,"20001212X20571","Accident","2000-02-19","United States","SEA","Non-Fatal","Substantial","SEA","Seattle-Tacoma Intl","Seattle","WA","47.44898194","-122.30931310000001"
34764,"20001212X20569","Accident","2000-02-16","United States","BIL","Non-Fatal","Substantial","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
34775,"20001212X20505","Accident","2000-02-15","United States","PSP","Non-Fatal","Minor","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
34776,"20001212X20505","Accident","2000-02-15","United States","PSP","Non-Fatal","Substantial","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
34785,"20001212X20489","Accident","2000-02-14","United States","HOU","Non-Fatal","Substantial","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
34790,"20001212X20553","Incident","2000-02-12","United States","BOS","Incident","Minor","BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
34800,"20001212X20451","Accident","2000-02-11","United States","LWS","Fatal(1)","Destroyed","LWS","Lewiston-Nez Perce County","Lewiston","ID","46.37449806","-117.01539440000002"
34833,"20001212X20481","Accident","2000-02-05","United States","ABQ","Non-Fatal","Destroyed","ABQ","Albuquerque International","Albuquerque","NM","35.04022222","-106.6091944"
34841,"20001212X20564","Accident","2000-02-03","United States","BOS","Non-Fatal",NULL,"BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
34852,"20001212X20418","Accident","2000-01-31","United States","MYR","Non-Fatal","Substantial","MYR","Myrtle Beach International","Myrtle Beach","SC","33.67975","-78.92833333"
34853,"20001212X20339","Accident","2000-01-31","United States","LAX","Fatal(88)","Destroyed","LAX","Los Angeles International","Los Angeles","CA","33.94253611","-118.40807439999999"
34854,"20001212X20332","Incident","2000-01-31","United States","MKE","Incident","Minor","MKE","General Mitchell International","Milwaukee","WI","42.94722222","-87.89658333"
34863,"20001212X20416","Accident","2000-01-28","United States","CAE","Non-Fatal","Substantial","CAE","Columbia Metropolitan","Columbia","SC","33.93884","-81.11953944"
34867,"20001212X20373","Accident","2000-01-27","United States","DAL","Non-Fatal","Substantial","DAL","Dallas Love ","Dallas","TX","32.84711389","-96.85177222"
34870,"20001212X20401","Accident","2000-01-26","United States","OAK","Non-Fatal","Substantial","OAK","Metropolitan Oakland International","Oakland","CA","37.72129083","-122.22071670000001"
34886,"20001212X20356","Accident","2000-01-22","United States","SAT","Fatal(2)","Destroyed","SAT","San Antonio International","San Antonio","TX","29.53369444","-98.46977778"
34892,"20001212X20331","Incident","2000-01-21","United States","MKE","Incident",NULL,"MKE","General Mitchell International","Milwaukee","WI","42.94722222","-87.89658333"
34942,"20001212X20421","Accident","2000-01-06","United States","AVP","Fatal(2)","Substantial","AVP","Wilkes-Barre/Scranton Intl","Wilkes-Barre/Scranton","PA","41.33814944","-75.72426750000001"
34948,"20001212X20346","Accident","2000-01-04","United States","JAC","Non-Fatal","Substantial","JAC","Jackson Hole","Jackson","WY","43.60732417","-110.7377389"
34981,"20001212X20199","Accident","1999-12-26","United States","MKE","Non-Fatal","Substantial","MKE","General Mitchell International","Milwaukee","WI","42.94722222","-87.89658333"
34986,"20001212X20225","Incident","1999-12-24","United States","SLC","Incident","Minor","SLC","Salt Lake City Intl","Salt Lake City","UT","40.78838778","-111.9777731"
34989,"20001212X20270","Accident","1999-12-23","United States","SNA","Non-Fatal","Substantial","SNA","John Wayne /Orange Co","Santa Ana","CA","33.67565861","-117.86822250000002"
34990,"20001212X20270","Accident","1999-12-23","United States","SNA","Non-Fatal","Minor","SNA","John Wayne /Orange Co","Santa Ana","CA","33.67565861","-117.86822250000002"
35026,"20001212X20208","Accident","1999-12-17","United States","IND","Non-Fatal","Substantial","IND","Indianapolis International","Indianapolis","IN","39.71732917","-86.29438417"
35029,"20001212X20230","Accident","1999-12-16","United States","SAF","Non-Fatal","Substantial","SAF","Santa Fe Municipal","Santa Fe","NM","35.61677778","-106.08813889999999"
35059,"20001212X20227","Accident","1999-12-10","United States","GCC","Non-Fatal","Substantial","GCC","Gillette-Campbell County","Gillette","WY","44.34889806","-105.5393614"
35100,"20001212X20200","Incident","1999-12-01","United States","ORD","Incident","Minor","ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
35101,"20001212X20145","Accident","1999-11-30","United States","JAX","Non-Fatal","Substantial","JAX","Jacksonville International","Jacksonville","FL","30.49405556","-81.68786111"
35120,"20001212X20181","Accident","1999-11-27","United States","BOI","Non-Fatal","Substantial","BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
35123,"20001212X20164","Accident","1999-11-27","United States","LGA","Non-Fatal","Substantial","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
35129,"20001212X20084","Accident","1999-11-26","United States","MLI","Non-Fatal","Substantial","MLI","Quad City","Moline","IL","41.44852639","-90.50753917"
35140,"20001212X20152","Incident","1999-11-20","United States","JFK","Incident",NULL,"JFK","John F Kennedy Intl","New York","NY","40.63975111","-73.77892556"
35141,"20001212X20141","Accident","1999-11-20","United States","DAB","Non-Fatal","Substantial","DAB","Daytona Beach International","Daytona Beach","FL","29.17991667","-81.05805556"
35161,"20001212X20079","Accident","1999-11-15","United States","DTW","Non-Fatal","Substantial","DTW","Detroit Metropolitan-Wayne County","Detroit","MI","42.21205889","-83.34883583"
35169,"20001212X20068","Accident","1999-11-13","United States","DAB","Non-Fatal","Substantial","DAB","Daytona Beach International","Daytona Beach","FL","29.17991667","-81.05805556"
35213,"20001212X20137","Accident","1999-11-03","United States","RDU","Non-Fatal","Substantial","RDU","Raleigh-Durham International","Raleigh","NC","35.87763889","-78.78747222"
35235,"20001212X20058","Accident","1999-10-29","United States","PSC","Non-Fatal","Substantial","PSC","Tri-Cities","Pasco","WA","46.26468028","-119.11902920000001"
35251,"20001212X19946","Accident","1999-10-27","United States","GJT","Non-Fatal","Substantial","GJT","Walker ","Grand Junction","CO","39.1224125","-108.5267347"
35259,"20001212X19976","Accident","1999-10-25","United States","SJC","Fatal(2)","Destroyed","SJC","San Jose International","San Jose","CA","37.36186194","-121.92900890000001"
35281,"20001212X19910","Accident","1999-10-22","United States","CSG","Non-Fatal","Substantial","CSG","Columbus Metropolitan","Columbus","GA","32.51633333","-84.93886111"
35286,"20001212X20054","Accident","1999-10-20","United States","BZN","Non-Fatal","Substantial","BZN","Gallatin ","Bozeman","MT","45.77690139","-111.15300719999999"
35292,"20001212X20016","Accident","1999-10-19","United States","FAY","Non-Fatal","Substantial","FAY","Fayetteville Municipal","Fayetteville","NC","34.99147222","-78.88"
35309,"20001212X20050","Accident","1999-10-16","United States","IDA","Non-Fatal","Substantial","IDA","Idaho Falls Regional","Idaho Falls","ID","43.51455556","-112.07016670000002"
35317,"20001212X19989","Accident","1999-10-15","United States","PHX","Non-Fatal","Substantial","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
35323,"20001212X19988","Accident","1999-10-14","United States","LAX","Non-Fatal","Substantial","LAX","Los Angeles International","Los Angeles","CA","33.94253611","-118.40807439999999"
35326,"20001212X19941","Accident","1999-10-14","United States","DEN","Non-Fatal","Substantial","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
35327,"20001212X19913","Incident","1999-10-14","United States","MDW","Incident",NULL,"MDW","Chicago Midway","Chicago","IL","41.7859825","-87.75242444"
35362,"20001212X20029","Accident","1999-10-05","United States","EWR","Non-Fatal","Substantial","EWR","Newark Intl","Newark","NJ","40.69249722","-74.16866056"
35387,"20001212X19948","Accident","1999-10-01","United States","XNA","Non-Fatal","Substantial","XNA","Northwest Arkansas Regional","Fayetteville/Springdale/Rogers","AR","36.28186944","-94.30681111"
35396,"20001212X19749","Accident","1999-09-30","United States","TEX","Non-Fatal","Substantial","TEX","Telluride Regional","Telluride","CO","37.95375861","-107.90848000000001"
35414,"20001212X19718","Accident","1999-09-26","United States","DSM","Non-Fatal","Substantial","DSM","Des Moines International","Des Moines","IA","41.53493306","-93.66068222"
35422,"20001212X19774","Accident","1999-09-25","United States","TYR","Non-Fatal","Substantial","TYR","Tyler Pounds ","Tyler","TX","32.35413889","-95.40238611"
35432,"20001212X19705","Incident","1999-09-24","United States","MDW","Incident","Minor","MDW","Chicago Midway","Chicago","IL","41.7859825","-87.75242444"
35521,"20001212X19804","Accident","1999-09-12","United States","LAX","Non-Fatal","Substantial","LAX","Los Angeles International","Los Angeles","CA","33.94253611","-118.40807439999999"
35536,"20001212X19767","Accident","1999-09-11","United States","FSM","Non-Fatal","Substantial","FSM","Fort Smith Regional","Fort Smith","AR","35.33659028","-94.36744111"
35551,"20001212X19826","Incident","1999-09-09","United States","BNA","Incident","Minor","BNA","Nashville International","Nashville","TN","36.12447667","-86.67818222"
35597,"20001212X19819","Accident","1999-09-03","United States","PBI","Fatal(8)","Destroyed","PBI","Palm Beach International","West Palm Beach","FL","26.68316194","-80.09559417"
35664,"20001212X19431","Incident","1999-08-27","United States","SBN","Incident",NULL,"SBN","South Bend Regional","South Bend","IN","41.70895361","-86.31847417"
35670,"20001212X19567","Accident","1999-08-26","United States","LGB","Non-Fatal","Substantial","LGB","Long Beach (Daugherty )","Long Beach","CA","33.81772222","-118.1516111"
35694,"20001212X19540","Incident","1999-08-23","United States","DCA","Incident","Minor","DCA","Ronald Reagan Washington National","Arlington","VA","38.85208333","-77.03772222"
35707,"20001212X19654","Accident","1999-08-21","United States","BZN","Non-Fatal","Substantial","BZN","Gallatin ","Bozeman","MT","45.77690139","-111.15300719999999"
35732,"20001212X19580","Accident","1999-08-19","United States","TPA","Fatal(1)","Destroyed","TPA","Tampa International ","Tampa","FL","27.97547222","-82.53325"
35739,"20001212X19495","Accident","1999-08-18","United States","ABQ","Non-Fatal","Destroyed","ABQ","Albuquerque International","Albuquerque","NM","35.04022222","-106.6091944"
35741,"20001212X19454","Accident","1999-08-18","United States","OMA","Non-Fatal","Substantial","OMA","Eppley Airfield","Omaha","NE","41.30251861","-95.89417306"
35748,"20001212X19549","Accident","1999-08-17","United States","LAS","Non-Fatal","Substantial","LAS","McCarran International","Las Vegas","NV","36.08036111","-115.15233329999998"
35762,"20001212X19504","Accident","1999-08-16","United States","SAT","Non-Fatal","Substantial","SAT","San Antonio International","San Antonio","TX","29.53369444","-98.46977778"
35770,"20001212X19541","Accident","1999-08-15","United States","ISP","Non-Fatal","Substantial","ISP","Long Island - MacArthur","Islip","NY","40.7952425","-73.10021194"
35793,"20001212X19492","Accident","1999-08-13","United States","GCC","Non-Fatal","Substantial","GCC","Gillette-Campbell County","Gillette","WY","44.34889806","-105.5393614"
35794,"20001212X19442","Accident","1999-08-13","United States","ORD","Non-Fatal",NULL,"ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
35803,"20001212X19489","Accident","1999-08-12","United States","ASE","Non-Fatal","Substantial","ASE","Aspen-Pitkin Co/Sardy ","Aspen","CO","39.22316","-106.868845"
35836,"20001212X19586","Accident","1999-08-08","United States","SAV","Non-Fatal","Substantial","SAV","Savannah International","Savannah","GA","32.12758333","-81.20213889"
35846,"20001212X19589","Accident","1999-08-07","United States","MEM","Non-Fatal","Substantial","MEM","Memphis International","Memphis","TN","35.04241667","-89.97666667"
35865,"20001212X19480","Incident","1999-08-05","United States","DEN","Incident","Minor","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
35866,"20001212X19480","Incident","1999-08-05","United States","DEN","Incident","Minor","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
35871,"20001212X19482","Accident","1999-08-04","United States","CPR","Non-Fatal","Substantial","CPR","Natrona County Intl","Casper","WY","42.90835556","-106.46446609999998"
35874,"20001212X19539","Accident","1999-08-03","United States","ISP","Non-Fatal","Substantial","ISP","Long Island - MacArthur","Islip","NY","40.7952425","-73.10021194"
35926,"20001212X19260","Accident","1999-07-28","United States","LIT","Fatal(1)","Minor","LIT","Adams ","Little Rock","AR","34.72939611","-92.22424556"
35954,"20001212X19318","Accident","1999-07-24","United States","OMA","Non-Fatal","Substantial","OMA","Eppley Airfield","Omaha","NE","41.30251861","-95.89417306"
35955,"20001212X19309","Accident","1999-07-24","United States","PHX","Non-Fatal","Substantial","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
35965,"20001212X19279","Accident","1999-07-23","United States","TUL","Non-Fatal","Substantial","TUL","Tulsa International","Tulsa","OK","36.19837222","-95.88824167"
35968,"20001212X19250","Accident","1999-07-23","United States","ABQ","Non-Fatal","Destroyed","ABQ","Albuquerque International","Albuquerque","NM","35.04022222","-106.6091944"
35969,"20001212X19227","Accident","1999-07-23","United States","FAR","Non-Fatal","Substantial","FAR","Hector International","Fargo","ND","46.91934889","-96.81498889"
35970,"20001212X19212","Accident","1999-07-23","United States","MSP","Non-Fatal","Substantial","MSP","Minneapolis-St Paul Intl","Minneapolis","MN","44.88054694","-93.2169225"
35976,"20001212X19325","Accident","1999-07-22","United States","CLT","Non-Fatal","Substantial","CLT","Charlotte/Douglas International","Charlotte","NC","35.21401111","-80.94312583"
35992,"20001212X19161","Accident","1999-07-20","United States","BNA","Non-Fatal","Substantial","BNA","Nashville International","Nashville","TN","36.12447667","-86.67818222"
35999,"20001212X19203","Accident","1999-07-19","United States","GRB","Non-Fatal","Substantial","GRB","Austin Straubel International","Green Bay","WI","44.48507333","-88.12959000000001"
36014,"20001212X19303","Accident","1999-07-17","United States","MMH","Non-Fatal","Substantial","MMH","Mammoth Yosemite","Mammoth Lakes","CA","37.62404861","-118.8377722"
36027,"20001212X19233","Accident","1999-07-16","United States","CDC","Non-Fatal","Substantial","CDC","Cedar City Muni","Cedar City","UT","37.70097028","-113.098575"
36031,"20001212X19345","Accident","1999-07-15","United States","JFK","Non-Fatal","Substantial","JFK","John F Kennedy Intl","New York","NY","40.63975111","-73.77892556"
36040,"20001212X19284","Accident","1999-07-14","United States","HOU","Non-Fatal","Substantial","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
36145,"20001212X19257","Accident","1999-07-02","United States","BTR","Fatal(1)","Destroyed","BTR","Baton Rouge Metropolitan, Ryan ","Baton Rouge","LA","30.53316083","-91.14963444"
36148,"20001212X19162","Accident","1999-07-02","United States","MKE","Non-Fatal","Substantial","MKE","General Mitchell International","Milwaukee","WI","42.94722222","-87.89658333"
36150,"20001212X19365","Accident","1999-07-01","United States","BIL","Non-Fatal","Substantial","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
36156,"20001212X19239","Accident","1999-07-01","United States","SLC","Non-Fatal","Substantial","SLC","Salt Lake City Intl","Salt Lake City","UT","40.78838778","-111.9777731"
36169,"20001212X18933","Incident","1999-06-29","United States","ORD","Incident","Minor","ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
36197,"20001212X19021","Incident","1999-06-25","United States","SAN","Incident",NULL,"SAN","San Diego International-Lindbergh ","San Diego","CA","32.73355611","-117.1896567"
36227,"20001212X19124","Accident","1999-06-20","United States","RDM","Non-Fatal","Substantial","RDM","Roberts ","Redmond","OR","44.25406722","-121.1499633"
36232,"20001212X18983","Accident","1999-06-20","United States","TEX","Non-Fatal","Substantial","TEX","Telluride Regional","Telluride","CO","37.95375861","-107.90848000000001"
36252,"20001212X19118","Accident","1999-06-17","United States","LMT","Non-Fatal","Substantial","LMT","Klamath Falls International","Klamath Falls","OR","42.15614361","-121.7332081"
36253,"20001212X19117","Accident","1999-06-17","United States","BZN","Non-Fatal","Substantial","BZN","Gallatin ","Bozeman","MT","45.77690139","-111.15300719999999"
36265,"20001212X19116","Accident","1999-06-15","United States","BLI","Non-Fatal","Substantial","BLI","Bellingham Intl","Bellingham","WA","48.79275","-122.53752779999999"
36268,"20001212X19020","Accident","1999-06-15","United States","TUS","Non-Fatal","Destroyed","TUS","Tucson International","Tucson","AZ","32.11608333","-110.94102779999999"
36287,"20001212X19092","Accident","1999-06-12","United States","BDL","Non-Fatal","Substantial","BDL","Bradley International","Windsor Locks","CT","41.93887417","-72.68322833"
36303,"20001212X18981","Accident","1999-06-11","United States","GJT","Non-Fatal","Substantial","GJT","Walker ","Grand Junction","CO","39.1224125","-108.5267347"
36329,"20001212X19049","Accident","1999-06-08","United States","FLL","Non-Fatal","Substantial","FLL","Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","26.07258333","-80.15275"
36344,"20001212X19017","Accident","1999-06-06","United States","LAX","Non-Fatal","Substantial","LAX","Los Angeles International","Los Angeles","CA","33.94253611","-118.40807439999999"
36345,"20001212X19017","Accident","1999-06-06","United States","LAX","Non-Fatal","Minor","LAX","Los Angeles International","Los Angeles","CA","33.94253611","-118.40807439999999"
36350,"20001212X18973","Accident","1999-06-06","United States","SLC","Non-Fatal","Substantial","SLC","Salt Lake City Intl","Salt Lake City","UT","40.78838778","-111.9777731"
36376,"20001212X19015","Accident","1999-06-02","United States","PHX","Non-Fatal","Substantial","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
36381,"20001212X18961","Accident","1999-06-01","United States","LIT","Fatal(11)","Destroyed","LIT","Adams ","Little Rock","AR","34.72939611","-92.22424556"
36384,"20001212X18829","Accident","1999-05-31","United States","RNO","Non-Fatal","Substantial","RNO","Reno/Tahoe International","Reno","NV","39.49857611","-119.76806470000001"
36389,"20001212X18704","Accident","1999-05-31","United States","CAE","Non-Fatal","Substantial","CAE","Columbia Metropolitan","Columbia","SC","33.93884","-81.11953944"
36407,"20001212X18702","Accident","1999-05-29","United States","MGM","Non-Fatal","Substantial","MGM","Montgomery Regional Apt","Montgomery","AL","32.30064417","-86.39397611"
36410,"20001212X18876","Accident","1999-05-28","United States","IAD","Non-Fatal","Substantial","IAD","Washington Dulles International","Chantilly","VA","38.94453194","-77.45580972"
36431,"20001212X18872","Accident","1999-05-25","United States","CVG","Non-Fatal","Substantial","CVG","Cincinnati Northern Kentucky Intl","Covington","KY","39.04614278","-84.6621725"
36472,"20001212X18825","Accident","1999-05-21","United States","SNA","Non-Fatal","Substantial","SNA","John Wayne /Orange Co","Santa Ana","CA","33.67565861","-117.86822250000002"
36502,"20001212X18731","Accident","1999-05-18","United States","ICT","Non-Fatal","Substantial","ICT","Wichita Mid-Continent","Wichita","KS","37.64995889","-97.43304583"
36555,"20001212X18883","Accident","1999-05-08","United States","PDX","Non-Fatal","Substantial","PDX","Portland Intl","Portland","OR","45.58872222","-122.5975"
36556,"20001212X18850","Accident","1999-05-08","United States","JFK","Non-Fatal","Substantial","JFK","John F Kennedy Intl","New York","NY","40.63975111","-73.77892556"
36557,"20001212X18841","Accident","1999-05-08","United States","TYS","Non-Fatal","Substantial","TYS","McGhee-Tyson","Knoxville","TN","35.81248722","-83.99285583"
36568,"20001212X18805","Accident","1999-05-07","United States","SAN","Non-Fatal","Substantial","SAN","San Diego International-Lindbergh ","San Diego","CA","32.73355611","-117.1896567"
36581,"20001212X18833","Accident","1999-05-05","United States","TYS","Fatal(1)","Destroyed","TYS","McGhee-Tyson","Knoxville","TN","35.81248722","-83.99285583"
36582,"20001212X18803","Accident","1999-05-05","United States","SAN","Non-Fatal","Substantial","SAN","San Diego International-Lindbergh ","San Diego","CA","32.73355611","-117.1896567"
36594,"20001212X18859","Accident","1999-05-02","United States","CMH","Non-Fatal","Substantial","CMH","Port Columbus Intl","Columbus","OH","39.99798528","-82.89188278"
36597,"20001212X18837","Accident","1999-05-02","United States","CHA","Non-Fatal","Substantial","CHA","Lovell ","Chattanooga","TN","35.03526833","-85.20378778"
36711,"20001205X00529","Accident","1999-04-14","United States","PNS","Non-Fatal","Substantial","PNS","Pensacola Regional","Pensacola","FL","30.47330556","-87.18744444"
36725,"20001205X00555","Accident","1999-04-12","United States","BOS","Non-Fatal","Substantial","BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
36731,"20001205X00531","Accident","1999-04-11","United States","SRQ","Non-Fatal","Substantial","SRQ","Sarasota Bradenton International","Sarasota","FL","27.39533333","-82.55411111"
36753,"20001205X00433","Accident","1999-04-07","United States","FNT","Non-Fatal","Substantial","FNT","Bishop","Flint","MI","42.96550333","-83.74345639"
36759,"20001205X00421","Accident","1999-04-06","United States","BNA","Non-Fatal","Substantial","BNA","Nashville International","Nashville","TN","36.12447667","-86.67818222"
36787,"20001205X00415","Accident","1999-04-01","United States","TLH","Fatal(1)","Destroyed","TLH","Tallahassee Regional","Tallahassee","FL","30.39652778","-84.35033333"
36807,"20001205X00269","Accident","1999-03-28","United States","FAY","Non-Fatal","Substantial","FAY","Fayetteville Municipal","Fayetteville","NC","34.99147222","-78.88"
36813,"20001205X00291","Accident","1999-03-27","United States","MQT","Non-Fatal","Substantial","MQT","Marquette County Airport",NULL,NULL,"46.353639","-87.395361"
36831,"20001205X00274","Accident","1999-03-23","United States","DLH","Fatal(1)","Destroyed","DLH","Duluth International","Duluth","MN","46.84209028","-92.19364861"
36834,"20001205X00290","Accident","1999-03-22","United States","BMI","Non-Fatal","Destroyed","BMI","Central Illinois Regional","Bloomington","IL","40.47798556","-88.91595278"
36846,"20001205X00262","Accident","1999-03-20","United States","PIE","Non-Fatal","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
36847,"20001205X00261","Accident","1999-03-20","United States","JAX","Non-Fatal","Substantial","JAX","Jacksonville International","Jacksonville","FL","30.49405556","-81.68786111"
36849,"20001205X00347","Accident","1999-03-19","United States","RNO","Non-Fatal","Substantial","RNO","Reno/Tahoe International","Reno","NV","39.49857611","-119.76806470000001"
